,0,1,2,3,4,sum
gaussian_blur=18,0.0,0.13,0.2225,0.19875,0.20893643801132789,0.7601864380113279
top_hat_box=5,0.34,0.14,0.0875,0.105,0.07677784770295784,0.7492778477029578
top_hat_box_of_gaussian_blur=3,0.21,0.1,0.105,0.09625,0.09314033983637508,0.604390339836375
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.15,0.17,0.1475,0.1525,0.19383259911894274,0.8138325991189428
difference_of_gaussian=4,0.2,0.165,0.1475,0.17875,0.157960981749528,0.8492109817495279
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.07,0.135,0.1025,0.11625,0.1170547514159849,0.5408047514159849
maximum_box_of_laplace_box_of_gaussian_blur=1,0.03,0.16,0.1875,0.1525,0.15229704216488357,0.6822970421648836
