,0,1,2,3,4,5,6,sum
top_hat_box=5,0.29,0.12,0.125,0.10875,0.08703819661865998,0.09143407122232916,0.10311050008592541,0.9253327679269144
top_hat_box_of_gaussian_blur=3,0.21,0.115,0.11,0.12375,0.09329993738259236,0.09720885466794996,0.08214469840178724,0.8314034904523295
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.06,0.115,0.0575,0.0725,0.12147777082028804,0.13731151748476098,0.146073208455061,0.70986249676011
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.13,0.15,0.1675,0.18125,0.17157169693174704,0.17965992941931344,0.1797559718164633,1.1597375981675238
maximum_box_of_laplace_box_of_gaussian_blur=1,0.01,0.16,0.145,0.1475,0.16217908578584847,0.15656079563683029,0.15913387179927824,0.9403737532219572
difference_of_gaussian=4,0.3,0.195,0.1725,0.155,0.15341264871634314,0.15014436958614052,0.1428080426190067,1.2688650609214904
gaussian_blur=18,0.0,0.145,0.2225,0.21125,0.21102066374452097,0.18768046198267566,0.18697370682247808,1.1644248325496747
