,0,1,2,3,4,5,sum
maximum_box_of_laplace_box_of_gaussian_blur=1,0.28,0.325,0.335,0.33125,0.33943217665615144,0.3418998048145738,1.9525819814707253
gaussian_blur=18,0.29,0.34,0.34,0.315,0.32555205047318614,0.3272608978529603,1.9378129483261464
difference_of_gaussian=2,0.43,0.335,0.325,0.35375,0.3350157728706625,0.33083929733246586,2.1096050702031284
