,0,1,2,3,4,sum
gaussian_blur=18,0.0,0.16,0.185,0.2,0.22236180904522612,0.7673618090452261
top_hat_box=5,0.22,0.135,0.1175,0.09,0.09484924623115577,0.6573492462311558
top_hat_box_of_gaussian_blur=3,0.18,0.155,0.08,0.115,0.09484924623115577,0.6248492462311558
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.14,0.15,0.18,0.1675,0.1708542713567839,0.808354271356784
difference_of_gaussian=4,0.31,0.15,0.1725,0.1775,0.14258793969849246,0.9525879396984924
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.12,0.12,0.1175,0.095,0.11118090452261306,0.5636809045226131
maximum_box_of_laplace_box_of_gaussian_blur=1,0.03,0.13,0.1475,0.155,0.16331658291457288,0.6258165829145729
