,0,1,2,3,4,5,6,sum
top_hat_box=5,0.23,0.18,0.1175,0.1025,0.08605527638190955,0.0988129611806224,0.09041001887116143,0.9052782564336935
top_hat_box_of_gaussian_blur=3,0.24,0.075,0.1025,0.1,0.09987437185929648,0.08084696823869104,0.09178246697546749,0.790003807073455
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.1,0.15,0.095,0.09125,0.11934673366834171,0.13249919794674367,0.14101904271744725,0.8291149743325327
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.1,0.14,0.1625,0.1775,0.19472361809045227,0.17292268206608918,0.17207068107737175,1.1197169812339132
maximum_box_of_laplace_box_of_gaussian_blur=1,0.07,0.13,0.1625,0.15375,0.14384422110552764,0.15784408084696824,0.15903242408646423,0.9769707260389602
difference_of_gaussian=4,0.26,0.155,0.1375,0.17875,0.13316582914572864,0.15431504651908887,0.15405729970835477,1.1727881753731721
gaussian_blur=18,0.0,0.17,0.2225,0.19625,0.22298994974874373,0.2027590632017966,0.19162806656373305,1.2061270795142736
