,0,1,2,3,sum
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.38,0.23,0.14,0.21875,0.96875
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.48,0.255,0.2775,0.28,1.2925
maximum_box_of_laplace_box_of_gaussian_blur=1,0.14,0.235,0.205,0.1725,0.7525
gaussian_blur=18,0.0,0.28,0.3775,0.32875,0.98625
