,0,1,2,3,sum
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.33,0.325,0.345,0.35094339622641507,1.350943396226415
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.34,0.305,0.31,0.32452830188679244,1.2795283018867925
gaussian_blur=18,0.33,0.37,0.345,0.32452830188679244,1.3695283018867923
