,0,1,2,3,4,5,6,sum
top_hat_box=5,0.16,0.095,0.115,0.08625,0.10050251256281408,0.09660743134087238,0.09808695652173913,0.7514469004254256
top_hat_box_of_gaussian_blur=3,0.2,0.145,0.11,0.10875,0.09484924623115577,0.0901453957996769,0.08417391304347827,0.8329185550743108
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.08,0.185,0.0875,0.09125,0.12123115577889447,0.12891760904684976,0.1426086956521739,0.8365074604779182
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.16,0.14,0.19,0.19375,0.17902010050251257,0.1841680129240711,0.1746086956521739,1.2215468090787578
maximum_box_of_laplace_box_of_gaussian_blur=1,0.08,0.09,0.1225,0.1475,0.14824120603015076,0.15282714054927302,0.15321739130434783,0.8942857378837716
difference_of_gaussian=4,0.32,0.165,0.1575,0.16125,0.1507537688442211,0.1495961227786753,0.15339130434782608,1.2574911959707225
gaussian_blur=18,0.0,0.18,0.2175,0.21125,0.20540201005025124,0.1977382875605816,0.19391304347826088,1.2058033410890938
