,0,1,2,3,4,5,6,7,sum
top_hat_box_of_gaussian_blur=3,0.24,0.145,0.1475,0.1275,0.11786833855799372,0.10651267244145012,0.09450288428910757,0.09186775603268098,1.0707516513212325
laplace_box_of_top_hat_box_of_gaussian_blur=5,0.3,0.175,0.1975,0.1825,0.18557993730407524,0.17741418030157202,0.16219884628435696,0.15741972259167775,1.537612686481682
maximum_box_of_top_hat_box_of_gaussian_blur=1,0.16,0.155,0.0875,0.0875,0.09216300940438872,0.10587102983638114,0.11096029860875467,0.1144784343530306,0.9134727722025551
maximum_box_of_laplace_box_of_gaussian_blur=1,0.09,0.155,0.1325,0.17,0.15862068965517243,0.15944818735964067,0.16813708856464202,0.16606498194945848,1.1997709475289136
gaussian_blur=20,0.0,0.12,0.22,0.20625,0.23385579937304074,0.21527109400064165,0.20410587037665423,0.20539616188485654,1.404878925635193
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.11,0.095,0.1325,0.12125,0.12727272727272726,0.13731151748476098,0.14777740074652188,0.15019950598517956,1.0213111514891897
