,0,1,2,3,4,5,sum
maximum_box_of_laplace_box_of_gaussian_blur=1,0.3,0.295,0.365,0.33,0.32808564231738035,0.3288201160541586,1.946905758371539
gaussian_blur=18,0.43,0.335,0.33,0.335,0.32682619647355166,0.3346228239845261,2.091449020458078
difference_of_gaussian=2,0.27,0.37,0.305,0.335,0.345088161209068,0.3365570599613153,1.9616452211703832
