,avrg_d_from_gt_to_pred,avrg_d_from_pred_to_gt,HD95,surf_overlap_of_gt_surf_w_pred_surf,surf_overlap_of_pred_surf_w_gt_surf,DSCsurf,DSCvol
50,0.35904898356196624,0.2545260138695277,1.1475521774629684,0.7917304458118933,0.9136846105953391,0.8477210672108535,0.9040606265267368
51,0.8088899888338198,0.32116864703300185,3.6412287761139095,0.6422153235468822,0.8546021838829834,0.7315619335568069,0.8287817695470003
52,0.2948873081199276,0.23819241430630567,0.8821303758515517,0.8562981298349266,0.9343713545774185,0.8928136414709186,0.92118298604908
53,0.2993545207786581,0.2648279422941997,0.8821303758515519,0.821226952843877,0.8745827388714401,0.8468278132408861,0.9146608833742194
54,0.3264123007610378,0.273076427686991,0.8650000000000001,0.8070375370518716,0.8861348964544713,0.8442289742442225,0.9087924260081758
55,0.28030091151402864,0.24265752031428986,0.7132972732318553,0.8742079167668804,0.9351111940614497,0.9028170994856529,0.9121912993480539
56,0.30181585050554605,0.25505711883553983,0.865,0.8375824234552965,0.9027924749640708,0.8683945386942722,0.922710707175236
57,0.3259669493194699,0.27652907337369503,0.8650000000000001,0.79320222095768,0.8755862093631295,0.8317678444331993,0.9142353106863043
58,0.3884792919157128,0.27783232870669844,1.107740493075883,0.741403886193891,0.8762371075395001,0.8026300364080312,0.8930280267187916
59,0.28641808084176323,0.24680512701045657,0.7540895172325365,0.8579539822632041,0.9315633803850661,0.8924009635600826,0.920197219187275
60,0.2888957167833574,0.22718889662242064,0.8821303758515517,0.8515236274927073,0.9231935941447288,0.8848271693199193,0.9276907811094918
61,0.33867061521884323,0.3034222163577029,0.8989343691282473,0.776353890588578,0.8319629650369565,0.8025734322066992,0.9104964709498082
62,0.5012909145425949,0.3528835095627956,1.557,0.6708580489989462,0.7831576625923192,0.7215452155060279,0.8826097118971803
63,0.25612122162404244,0.22320954116349204,0.7339768388716365,0.8957447586131029,0.9320931420179421,0.9129518877742545,0.9231982304872304
64,0.2899340838266341,0.2541618043276261,0.7736795202149273,0.8564575521696645,0.91559275623186,0.8845596995196966,0.9301405272311661
65,0.3966308299040706,0.33393544912031636,1.0234818024762335,0.7081513164795108,0.8018672873727867,0.7517585712427993,0.9048000973378593
66,0.34988824830587656,0.2842277784016464,1.038,0.789454198304365,0.8696391643531091,0.8269421070210065,0.90616070722457
67,0.31031692981754894,0.26679027261310784,0.8821303758515519,0.830013505912527,0.8993073229904185,0.8628683907853808,0.9191766597332522
68,0.43922575306072764,0.35447720958542406,1.211,0.6834760575003487,0.7717662102154349,0.7243832930332618,0.8936759398788904
69,0.34666751361244125,0.31497736328167014,0.8475234510029797,0.780019704060358,0.8396916316048627,0.8083092603544253,0.9128879542644588
70,0.4560342231407757,0.3671746354538952,1.3288382143812691,0.6752037386908301,0.7594863441403912,0.713927281180155,0.8912981560403392
71,0.2862974642853338,0.2572671782721197,0.865,0.8439671390361435,0.8854808379796566,0.8637389206642191,0.9228188025893047
72,0.274676816595761,0.2163440695469276,0.8821303758515519,0.8663593154170081,0.9368829161209834,0.8993499091832551,0.9360180999727467
73,0.36763743294567147,0.3017224226518412,1.066443622513633,0.7641459614281507,0.8546349110550142,0.8062969593880942,0.9125403930392321
