,0,1,2,3,sum
top_hat_box_of_gaussian_blur=3,0.51,0.25,0.185,0.16145181476846057,1.1064518147684606
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.34,0.275,0.3,0.33667083854818525,1.2516708385481854
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.15,0.195,0.1575,0.1964956195244055,0.6989956195244055
maximum_box_of_laplace_box_of_gaussian_blur=1,0.0,0.28,0.3575,0.3053817271589487,0.9428817271589487
