,0,1,2,3,4,sum
top_hat_box=5,0.23,0.125,0.1275,0.10125,0.11521603005635567,0.6989660300563556
top_hat_box_of_gaussian_blur=3,0.2,0.135,0.1325,0.12375,0.11709455228553538,0.7083445522855354
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.15,0.22,0.2425,0.2075,0.19912335629304947,1.0191233562930495
difference_of_gaussian=4,0.34,0.185,0.1875,0.20625,0.19411396368190356,1.1128639636819035
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.08,0.14,0.0675,0.1025,0.13462742642454603,0.5246274264245461
maximum_box_of_laplace_box_of_gaussian_blur=1,0.0,0.195,0.2425,0.25875,0.2398246712586099,0.9360746712586099
