,0,1,2,3,sum
maximum_box_of_laplace_box_of_gaussian_blur=1,0.32,0.275,0.31,0.2975,1.2025000000000001
gaussian_blur=18,0.3,0.34,0.3925,0.3875,1.42
difference_of_gaussian=2,0.38,0.385,0.2975,0.315,1.3775
