,0,1,2,3,4,5,sum
top_hat_box=5,0.21,0.16,0.1275,0.11125,0.0881057268722467,0.09298584298584299,0.7898415698580897
top_hat_box_of_gaussian_blur=3,0.2,0.115,0.1025,0.10375,0.10258023914411579,0.09620334620334621,0.720033585347462
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.15,0.095,0.0875,0.08625,0.11516677155443675,0.13223938223938225,0.666156153793819
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.16,0.18,0.1325,0.175,0.1617369414726243,0.17084942084942084,0.980086362322045
maximum_box_of_laplace_box_of_gaussian_blur=1,0.06,0.165,0.1425,0.155,0.15040906230333542,0.15057915057915058,0.823488212882486
difference_of_gaussian=4,0.22,0.14,0.195,0.1675,0.1699181875393329,0.15186615186615188,1.0442843394054848
gaussian_blur=18,0.0,0.145,0.2125,0.20125,0.21208307111390812,0.20527670527670527,0.9761097763906134
