,0,1,2,3,4,5,sum
top_hat_box=5,0.22,0.15,0.115,0.11625,0.11642542479546884,0.09563543003851091,0.8133108548339797
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.18,0.13,0.12,0.105,0.12964128382630585,0.14794608472400514,0.812587368550311
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.22,0.19,0.185,0.18875,0.19257394587791063,0.1935173299101412,1.1698412757880519
maximum_box_of_laplace_box_of_gaussian_blur=1,0.05,0.155,0.17,0.1675,0.16299559471365638,0.16367137355584083,0.8691669682694971
difference_of_gaussian=4,0.33,0.21,0.1675,0.17,0.16488357457520453,0.17105263157894737,1.213436206154152
gaussian_blur=18,0.0,0.165,0.2425,0.2525,0.23348017621145375,0.22817715019255455,1.1216573264040082
