,0,1,2,3,4,5,6,7,sum
top_hat_box_of_gaussian_blur=3,0.32,0.105,0.1375,0.11889862327909888,0.11753614079195475,0.11506410256410256,0.10257284034758903,0.09041435936604926,1.1069860663487945
laplace_box_of_top_hat_box_of_gaussian_blur=5,0.27,0.185,0.165,0.17521902377972465,0.18227529855436833,0.18621794871794872,0.16357130686658716,0.15600534657246515,1.483288924491094
maximum_box_of_top_hat_box_of_gaussian_blur=1,0.08,0.17,0.085,0.07634543178973717,0.0961659333752357,0.10032051282051282,0.11075140569091839,0.11523773152568265,0.8338210152020866
maximum_box_of_laplace_box_of_gaussian_blur=1,0.04,0.17,0.1425,0.1414267834793492,0.15901948460087995,0.15416666666666667,0.16646788209234964,0.1744319266755776,1.148012743514823
gaussian_blur=20,0.0,0.12,0.2375,0.23404255319148937,0.23444374607165305,0.20833333333333334,0.2024194922474016,0.19343135382852777,1.430170478672405
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.16,0.115,0.1275,0.1414267834793492,0.11942174732872407,0.13493589743589743,0.14261373317430567,0.15065877410731335,1.0915569355255896
