,0,1,2,3,4,5,6,sum
top_hat_box=5,0.27,0.11,0.075,0.08,0.10144927536231885,0.09175788795878943,0.09922879177377893,0.8274359550948873
top_hat_box_of_gaussian_blur=3,0.15,0.13,0.11,0.1025,0.11027095148078135,0.09079201545396008,0.0832904884318766,0.776853455366618
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.07,0.16,0.075,0.07875,0.1001890359168242,0.13779781068898905,0.13950299914310196,0.7612398457489152
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.18,0.15,0.1625,0.17625,0.1600504095778198,0.180296200901481,0.1818337617823479,1.1909303722616484
maximum_box_of_laplace_box_of_gaussian_blur=1,0.01,0.125,0.2,0.1525,0.1638311279143037,0.1522858982614295,0.15012853470437018,0.9537455608801033
difference_of_gaussian=4,0.32,0.185,0.185,0.1725,0.16131064902331443,0.15035415325177076,0.13950299914310196,1.313667801418187
gaussian_blur=18,0.0,0.14,0.1925,0.2375,0.2028985507246377,0.19671603348358016,0.20651242502142245,1.1761270092296403
