,0,1,2,3,4,sum
gaussian_blur=18,0.0,0.105,0.2225,0.205,0.21657250470809794,0.7490725047080979
top_hat_box=5,0.24,0.13,0.095,0.10875,0.09227871939736347,0.6660287193973634
top_hat_box_of_gaussian_blur=3,0.22,0.14,0.1075,0.115,0.09165097300690521,0.6741509730069052
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.16,0.165,0.195,0.17125,0.1669805398618958,0.8582305398618958
difference_of_gaussian=4,0.26,0.15,0.165,0.17625,0.16321406151914628,0.9144640615191464
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.1,0.135,0.075,0.08625,0.11613308223477715,0.5123830822347771
maximum_box_of_laplace_box_of_gaussian_blur=1,0.02,0.175,0.14,0.1375,0.15317011927181418,0.6256701192718142
