,0,1,2,3,4,5,6,sum
top_hat_box=5,0.19,0.14,0.115,0.08,0.09830932999373826,0.09436980166346769,0.09955372468245795,0.8172328563396638
top_hat_box_of_gaussian_blur=3,0.16,0.13,0.1075,0.14,0.09893550407013149,0.08413307741522713,0.08101613456917267,0.8015847160545314
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.07,0.14,0.075,0.0975,0.11458985597996243,0.127319257837492,0.1448678338482664,0.7692769476657209
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.15,0.13,0.175,0.1875,0.1797119599248591,0.1785028790786948,0.1726742190181943,1.1733890580217483
maximum_box_of_laplace_box_of_gaussian_blur=1,0.05,0.165,0.15,0.13375,0.15904821540388228,0.15642994241842612,0.16529351184346036,0.9795216696657687
difference_of_gaussian=4,0.38,0.155,0.1725,0.1525,0.1408891671884784,0.1490722968650032,0.14349467902506008,1.2934561430785414
gaussian_blur=18,0.0,0.14,0.205,0.20875,0.20851596743894804,0.21017274472168906,0.19309989701338826,1.1655386091740252
