feature,0,1,2,3,4,5,sum
difference_of_gaussian=2,0.3654545454545454,0.34136363636363637,0.32886363636363636,0.34901894413471385,0.3358836404160106,0.32628796059879955,2.0468723633313424
gaussian_blur=18,0.3054545454545455,0.33272727272727276,0.3381818181818182,0.3318530265104107,0.3295885398708642,0.3347293821466153,1.9725345848915268
maximum_box_of_laplace_box_of_gaussian_blur=1,0.3290909090909091,0.3259090909090909,0.33295454545454545,0.31912802935487544,0.3345278197131252,0.33898265725458504,1.980593051777131
