0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.0467682014607876,0.05605323035325943,0.05972582464588713,0.05758037366575509,0.04552187100282412,0.045103566284029784,0.044847916379675,0.04548548744069676,0.0454915582249169,0.04471707699295536,0.045351510528046424,0.04598605095379546,0.047515704419069105,0.04797683954751966,0.04559773830515327,0.041029925363798736,0.040209307720479696,0.04325906400049461,0.04488838080395141,0.04482054602482416,0.03972305481022326
0.0455415987628488,0.055988811849914846,0.05922296068129338,0.05751412860336639,0.04508933075754897,0.04511648882612782,0.044976769354355184,0.04543890939390128,0.04487181314604022,0.044640037437038205,0.045658852598367564,0.045597119312430386,0.0492943861588323,0.04776454593514901,0.045124528881318626,0.04156658759385291,0.04006224882987423,0.04400942242304934,0.04424020038686936,0.04476104229910887,0.039622265680889925
0.0463193211078407,0.05621925517709697,0.058851538603318994,0.05685545000746917,0.045960482319006124,0.04522694365176402,0.04499429728419218,0.0454932825136569,0.044519778785006806,0.044885206079977286,0.04538250658886389,0.045404238535425266,0.048161868716506906,0.047819798841668947,0.045074978579582266,0.041237218179040885,0.03990323630435836,0.04394453488082492,0.04456003826847685,0.04457177001750713,0.03956835005199034
0.04591898092629883,0.056598838296707456,0.05894327209005808,0.057617727406507946,0.04533620849807521,0.04550538423101139,0.04512054087618992,0.0456718647721428,0.044798818622268366,0.044934625370515804,0.045201195782388855,0.046408469365714994,0.0483320118812687,0.04799879520094638,0.045037355530038535,0.041446973672309116,0.039967537794794554,0.04381811077403235,0.045038985553062065,0.04417790375328801,0.040486538593324496
0.04610896689468353,0.05573083387103764,0.05933870382951102,0.057584886231583254,0.045694767087541464,0.04488605022486551,0.04477398513678355,0.04555985838866601,0.04523665754107722,0.04476649209297407,0.04558015657906989,0.04566952931693138,0.048177165415593026,0.04791377689242522,0.04460340162506762,0.04101299083908293,0.04038162319893917,0.043864508252693425,0.04542672309122578,0.04413601258205251,0.04038335344150402
0.046414263505619585,0.05616480909913961,0.05886452659550233,0.057433266905332084,0.04516811357355505,0.045554836741549615,0.04530041397525897,0.04582582427505297,0.04505609776756928,0.0449189821151798,0.045197623570448486,0.046232221088515095,0.04841628413308786,0.047945741356289075,0.045023961032594435,0.0408602181166383,0.03997325058876713,0.04375680694580826,0.04531110696161879,0.04461354514446778,0.03942351396380154
0.045967593782997036,0.0564567118067662,0.05901293644265878,0.0577797419016,0.04535767338135447,0.045428659724920356,0.04459412733546978,0.04530321229203672,0.045284511782500786,0.04494822273292336,0.04559007253400947,0.046026599814612885,0.047297119429854984,0.04819469594302796,0.04479211689751109,0.04179670718772163,0.040352424960704486,0.04470668210589395,0.044878628063930406,0.04495209825837535,0.040307981580168524
0.045545384554184706,0.0562388183184614,0.05911588490508689,0.05743429646175868,0.04519147426467962,0.0457311842179925,0.04477987368329349,0.04560531855102171,0.045644452800238926,0.04486369011055495,0.045020166216580705,0.04605073722789724,0.04783997511266305,0.04803220395158732,0.04473569578393876,0.0414878610988089,0.040025004173689184,0.04394027788365446,0.04524226052757275,0.0440514776823284,0.04000729479647984
0.04611327801199289,0.05659770208124319,0.05927403762605237,0.057836145498816306,0.04611894241074653,0.045928200114510126,0.044744024614895725,0.04518628448230838,0.045364393760264285,0.04468766180622585,0.045573637105877626,0.045808179646888256,0.04863305289629493,0.0479471890462472,0.045108816240479584,0.04209008445737142,0.04016274776298596,0.043370211598575306,0.045273195071794184,0.04478416000634617,0.040193702900202306
0.04572747892430821,0.05616012443908858,0.059400964598650734,0.05891820332793057,0.045330744395879356,0.04593900044388785,0.045001236085388426,0.04550903695903511,0.04476274392228868,0.04500062803371935,0.04525716448042144,0.045875011097747956,0.04851097396774503,0.04785712845884753,0.04549489407728192,0.04069551878501919,0.039515780628047656,0.04321414148071902,0.04515430314927604,0.0444800440680168,0.039808929621673476
0.04516381442493056,0.05668897567714397,0.05935370710298968,0.05753439389929226,0.04576847732809154,0.045582572651949406,0.045002184051274714,0.04603995138259247,0.044965722872025694,0.04456025494847149,0.045164723303362846,0.04644582986142415,0.0483211463744611,0.048483000182674006,0.04519434135849825,0.04163159933548071,0.04006286512123612,0.043929133450868366,0.04419493268237337,0.0444629699228866,0.040047084195040744
