feature,0,1,2,3,4,5,sum
gaussian_blur=20,0.0,0.14681818181818182,0.28659090909090906,0.2555185072472212,0.26259716798832716,0.27426364222895316,1.2257884083735926
maximum_box_of_laplace_box_of_gaussian_blur=1,0.17181818181818184,0.27954545454545454,0.1559090909090909,0.2429998400865299,0.27982179444551075,0.2985273730600537,1.4286217348648216
maximum_box_of_laplace_box_of_gaussian_blur=5,0.3281818181818182,0.26,0.2693181818181818,0.25172446521634256,0.2507013928695251,0.2523886872060807,1.6123145452919483
top_hat_box_of_gaussian_blur=3,0.5,0.3136363636363636,0.28818181818181815,0.24975718744990613,0.2068796446966369,0.17482029750491235,1.7332753114696373
