,0,1,2,3,4,5,sum
top_hat_box_of_gaussian_blur=3,0.23,0.1,0.155,0.12875,0.12797992471769135,0.10243277848911651,0.8441627032068079
laplace_box_of_top_hat_box_of_gaussian_blur=5,0.27,0.22,0.1925,0.1725,0.18946047678795483,0.18085787451984636,1.2253183513078012
maximum_box_of_top_hat_box_of_gaussian_blur=1,0.08,0.095,0.11,0.1,0.09284818067754078,0.10339308578745199,0.5812412664649927
maximum_box_of_laplace_box_of_gaussian_blur=1,0.02,0.165,0.135,0.14625,0.1668757841907152,0.16261203585147246,0.7957378200421876
gaussian_blur=20,0.0,0.14,0.215,0.235,0.2038895859473024,0.20550576184379002,0.9993953477910923
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.2,0.175,0.1025,0.13625,0.1260978670012547,0.14116517285531371,0.8810130398565684
