,0,1,2,3,sum
top_hat_box_of_gaussian_blur=3,0.51,0.26,0.1625,0.1677096370463079,1.100209637046308
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.35,0.25,0.3575,0.30037546933667086,1.257875469336671
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.14,0.21,0.1625,0.19524405506883605,0.707744055068836
maximum_box_of_laplace_box_of_gaussian_blur=1,0.0,0.28,0.3175,0.33667083854818525,0.9341708385481853
