,0,1,2,3,sum
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.39,0.2,0.18,0.17,0.9400000000000001
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.42,0.32,0.265,0.30125,1.30625
maximum_box_of_laplace_box_of_gaussian_blur=1,0.19,0.245,0.225,0.18875,0.84875
gaussian_blur=18,0.0,0.235,0.33,0.34,0.905
