,0,1,2,3,sum
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.34,0.19,0.2025,0.16875,0.9012500000000001
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.53,0.29,0.2525,0.315,1.3875
maximum_box_of_laplace_box_of_gaussian_blur=1,0.13,0.19,0.1725,0.19625,0.68875
gaussian_blur=18,0.0,0.33,0.3725,0.32,1.0225
