,0,1,2,3,4,5,sum
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.31,0.25,0.145,0.135,0.16551724137931034,0.16143497757847533,1.166952218957786
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.41,0.285,0.2575,0.24,0.2206896551724138,0.23574631646380526,1.6489359716362189
maximum_box_of_laplace_box_of_gaussian_blur=1,0.1,0.17,0.185,0.1825,0.16363636363636364,0.16623959000640615,0.9673759536427697
gaussian_blur=18,0.0,0.225,0.3025,0.28125,0.264576802507837,0.26393337604099937,1.3372601785488363
difference_of_gaussian=2,0.18,0.07,0.11,0.16125,0.18557993730407524,0.1726457399103139,0.879475677214389
