,0,1,2,3,sum
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.3,0.29,0.355,0.3182957393483709,1.2632957393483708
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.43,0.34,0.3425,0.33959899749373434,1.4520989974937344
gaussian_blur=18,0.27,0.37,0.3025,0.34210526315789475,1.2846052631578948
