,0,1,2,3,4,5,6,7,sum
top_hat_box_of_gaussian_blur=3,0.23,0.115,0.155,0.115,0.11410658307210031,0.12079461710990068,0.10269532582736267,0.0992900997697621,1.0518866257791257
laplace_box_of_top_hat_box_of_gaussian_blur=5,0.27,0.22,0.16,0.20125,0.18746081504702194,0.17590515860301187,0.15967246673490276,0.15627398311588642,1.530562423500823
maximum_box_of_top_hat_box_of_gaussian_blur=1,0.08,0.09,0.11,0.09125,0.10470219435736677,0.10349247036206344,0.10747185261003071,0.11089792785878741,0.7978144451882483
maximum_box_of_laplace_box_of_gaussian_blur=1,0.02,0.195,0.12,0.1475,0.16426332288401255,0.16276834347965397,0.16581371545547594,0.1732540291634689,1.1485994109826114
gaussian_blur=20,0.0,0.17,0.21,0.2375,0.19498432601880877,0.21787888497276514,0.21084953940634596,0.1977168073676132,1.4389295577655332
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.2,0.11,0.1125,0.11,0.13166144200626959,0.13393143223325857,0.14500170590242237,0.14716039907904835,1.0902549792209988
