,0,1,2,3,sum
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.35,0.22,0.1425,0.1925,0.9049999999999999
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.5,0.25,0.29,0.2725,1.3125
maximum_box_of_laplace_box_of_gaussian_blur=1,0.15,0.235,0.2175,0.18875,0.79125
gaussian_blur=18,0.0,0.295,0.35,0.34625,0.99125
