,0,1,2,3,sum
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.28,0.36,0.3225,0.3203517587939699,1.2828517587939698
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.4,0.345,0.3275,0.3454773869346734,1.4179773869346735
gaussian_blur=18,0.32,0.295,0.35,0.3341708542713568,1.2991708542713567
