,0,1,2,3,4,5,sum
top_hat_box=5,0.28,0.165,0.1675,0.14643304130162704,0.12389937106918239,0.11617458279845956,0.999006995169269
top_hat_box_of_gaussian_blur=3,0.33,0.145,0.12,0.1214017521902378,0.11132075471698114,0.10205391527599486,0.9297764221832137
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.13,0.155,0.0825,0.12265331664580725,0.14779874213836477,0.14698331193838254,0.7849353707225546
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.2,0.205,0.195,0.18773466833541927,0.2119496855345912,0.21694480102695765,1.2166291548969683
maximum_box_of_laplace_box_of_gaussian_blur=1,0.06,0.18,0.2,0.1677096370463079,0.17735849056603772,0.17329910141206675,0.9583672290244123
gaussian_blur=18,0.0,0.15,0.235,0.25406758448060074,0.22767295597484277,0.24454428754813864,1.1112848280035823
