,0,1,2,3,sum
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.29,0.27,0.3,0.31155778894472363,1.1715577889447237
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.36,0.375,0.3775,0.2989949748743719,1.411494974874372
gaussian_blur=18,0.35,0.355,0.3225,0.38944723618090454,1.4169472361809043
