,0,1,2,3,4,sum
top_hat_box=5,0.23,0.195,0.115,0.12,0.09022556390977443,0.7502255639097745
top_hat_box_of_gaussian_blur=3,0.24,0.14,0.1325,0.12375,0.11779448621553884,0.7540444862155389
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.18,0.195,0.19,0.2175,0.2261904761904762,1.0086904761904762
difference_of_gaussian=4,0.26,0.17,0.245,0.18375,0.18421052631578946,1.0429605263157895
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.09,0.14,0.0775,0.1275,0.13659147869674185,0.5715914786967419
maximum_box_of_laplace_box_of_gaussian_blur=1,0.0,0.16,0.24,0.2275,0.2449874686716792,0.8724874686716793
