,avrg_d_from_gt_to_pred,avrg_d_from_pred_to_gt,HD95,surf_overlap_of_gt_surf_w_pred_surf,surf_overlap_of_pred_surf_w_gt_surf,DSCsurf,DSCvol
0,0.5287094578262044,0.47172189877598286,0.8475234510029797,0.4629798510195969,0.5894550545358415,0.5201620227559783,0.8422209052462678
1,0.4973071393477405,0.4519787227910217,0.7927855952273603,0.5613713694676071,0.6721666465701384,0.6117849103699019,0.8533563189370867
2,0.5305366981182392,0.46289896907369504,0.9316335116342692,0.5484658853180382,0.7072608892935403,0.6174145986960512,0.8521020495221602
3,0.48401730653599595,0.4304664132081215,0.8114419264494533,0.6090355169151144,0.7549526975883494,0.6721036269483707,0.8610122058855187
4,0.5389277122584095,0.47274007537081386,0.8650000000000001,0.47974792236974867,0.6298111763799559,0.5473120705275721,0.8445040457728524
5,0.4897843572068543,0.46039136763756505,0.7927855952273603,0.5763069430191277,0.6956183091800573,0.6302882915328792,0.8605106431334872
6,0.5097890305186152,0.44474655997261914,0.8650000000000001,0.5819373537099853,0.7595107163913251,0.6588341828979856,0.8622636312729939
7,0.47456528772553136,0.4212191562698694,0.7736795202149273,0.6453757073357865,0.7940386949117596,0.7102355641528327,0.8747781033345948
8,0.5173767144536974,0.45898761355592965,0.8650000000000001,0.5154728132253831,0.6645334063340611,0.58235948109722,0.8507433273406168
9,0.50388226396632,0.4553064514727935,0.8114419264494533,0.5533943038287783,0.6866912460526718,0.6132635928134977,0.8574721436720077
10,0.5279283288129345,0.4650389742688061,0.8989343691282473,0.5402841609203665,0.6970738732705392,0.6081450488363611,0.8610602314140726
11,0.46689869991800687,0.4130757741149289,0.7540895172325365,0.6529550214260567,0.8074445755025382,0.7203339354961134,0.8776690906510396
12,0.5349997753093857,0.46825295328145405,0.8650000000000001,0.4719872933075361,0.6346278878782413,0.5447926875659677,0.8574488678970095
13,0.5257875118149881,0.4559030728060476,0.8650000000000001,0.5411494130173903,0.6969378270075733,0.6103084076986627,0.863570389860278
14,0.5129424556347685,0.44377252581865345,0.8650000000000001,0.5710354965817597,0.753518834303437,0.6504179008978492,0.8666293384225925
15,0.4738229948433169,0.42091598764087845,0.7736795202149273,0.6392035537099574,0.782956644593572,0.702186309350127,0.8802198262501362
16,0.5254797443531155,0.4704395796386373,0.865,0.48602796377154045,0.6239401036178066,0.548603231962467,0.8670186342260393
17,0.5218700919361413,0.4549566885013507,0.9316335116342692,0.5673749324984451,0.7256179041300836,0.6381269496139572,0.8651247315815289
18,0.5028829873256816,0.441121013256296,0.865,0.5815408074875403,0.7489833507735054,0.654991919104391,0.8691681663130187
19,0.4779734246731728,0.4266500177430089,0.7736795202149273,0.6435481594976025,0.7881767124632312,0.7069599096892131,0.8795239694803013
20,0.5337908710186607,0.4809448495759372,0.865,0.47422106327608493,0.607231625984695,0.5343508828702451,0.8658819233883129
21,0.5070130286206886,0.454982483765989,0.865,0.5549561533000219,0.6988832861437613,0.6193630685825762,0.8707125809751108
22,0.5104688123331252,0.44785248180168113,0.8650000000000001,0.5655782863719059,0.7241759126755718,0.6357388348270563,0.8655078190441529
23,0.49340861761889254,0.44121618713608374,0.7927855952273603,0.6109344967912511,0.7516697186839574,0.6725327326548532,0.8794417112657517
24,0.531752133555175,0.47157171989320146,0.8650000000000001,0.4899664982625464,0.6305285954892673,0.5535147628453649,0.8654337156025695
25,0.5132433224422379,0.44820115171171954,0.8650000000000001,0.5701436653575798,0.7314157586496148,0.6413286223965321,0.8686298593253668
26,0.5104407757466143,0.44390502642409185,0.8650000000000001,0.5791303703887798,0.7532775886836232,0.6552355649841827,0.8684303622876194
27,0.4976787639563545,0.4493852790182501,0.7736795202149273,0.5978426758067835,0.73851919465186,0.6594056071150532,0.8789844688581064
28,0.491364030102178,0.4399279254976267,0.7927855952273603,0.5439159506901354,0.6787586142074619,0.6051288898372068,0.8746124729516702
29,0.493968664277106,0.428268293148732,0.8821303758515517,0.6135598986844051,0.7653117232181308,0.6806540271881899,0.8753827976465367
30,0.49052976471160414,0.4264008835162977,0.865,0.5950465799829349,0.7611288463915644,0.6684035928427157,0.8725727102618437
31,0.5073693456561603,0.45400036792529497,0.7927855952273603,0.5853208413870576,0.7285979785718251,0.6476977208066304,0.8771635446830041
32,0.5048851933719236,0.44597639882566886,0.8114419264494533,0.5340653197575312,0.6859595828045286,0.6018230754101151,0.881169368735588
33,1.518610513746756,0.9623717787137775,5.632471926250498,0.39590909411110503,0.5586001629614739,0.4631923520345682,0.6168360321416744
34,0.5003707963340517,0.426126236317259,0.8821303758515519,0.5997519656544954,0.7688261634816075,0.6736305375131901,0.8717635855390061
35,0.47978863686721795,0.4249123893955251,0.7736795202149273,0.6378571305327956,0.7925326134012052,0.7054709747191409,0.8818778042476099
36,0.5045603912604103,0.45313245945484737,0.8475234510029797,0.5111142778249265,0.6238172052469575,0.5617067707409037,0.8570174886012377
37,0.45888885844535227,0.4125858034160496,0.7927855952273603,0.6597009103094399,0.7798422022642744,0.7140623669659488,0.8631865860878696
38,0.47000564020373364,0.4695181368772002,0.865,0.6114434232350444,0.7114945426150971,0.6578969924996594,0.869126154532956
39,0.4738646165594988,0.429149551662384,0.7927855952273603,0.6385208259162907,0.7596019584270225,0.693216046538653,0.876309476465985
40,0.5300082274864039,0.5062286651768175,1.038,0.5235646269140444,0.6529951318375867,0.5816572366646421,0.8461992875607395
41,0.48527394286002373,0.42579065039457054,0.865,0.5736221286190643,0.7160190869358176,0.6368000629722421,0.8485997810820672
42,0.5164902050137734,0.4467722864640088,0.8475234510029797,0.5041837501179253,0.6794928423735834,0.580607034947808,0.8434462178894941
43,0.4935231217755023,0.42726431539246107,0.7927855952273603,0.6001745725749613,0.7715874955625827,0.674960618433406,0.8507096869369132
44,0.5199336355461438,0.45114392944316956,0.865,0.5619499371716169,0.732213324423943,0.6357017500761541,0.8819116624583745
45,0.4942805701448962,0.4292374156265354,0.8114419264494533,0.6280374320204716,0.7839953658260485,0.6960954723011683,0.8881176796257051
46,0.5282365800284073,0.4562443588268946,0.8650000000000001,0.5092456393740175,0.6818585901153821,0.5853891178209204,0.8245664921516589
47,0.4709160803937742,0.41758398701634575,0.7927855952273603,0.584611559660812,0.7326425525322258,0.6506761740722248,0.8435308643152359
48,0.5076031443812654,0.44372590564098363,0.8475234510029797,0.5349103317091127,0.6872281719556262,0.6018599153370722,0.8544960478810555
49,0.47689597794713423,0.41727587390026405,0.7927855952273603,0.611871057837431,0.7688994482242923,0.6800926674302941,0.8600219793861106
50,0.516213252174064,0.4422158104780506,0.8821303758515519,0.5844564208567231,0.7490635957696683,0.6556921640940199,0.847001853812951
51,0.45228530208336576,0.3928524426106306,0.7736795202149273,0.6475125243546135,0.8039793744072982,0.7182440529359699,0.8480480880980052
52,0.48138704360341306,0.41700363202698376,0.865,0.5961369366182622,0.7603645377108401,0.6694536394817179,0.8631976301578974
53,0.49435232454468114,0.4340803558551211,0.865,0.6011916050267505,0.7503343398690604,0.6666561351036697,0.8561015703974235
54,0.45734117284520637,0.40480875262774013,0.7927855952273603,0.6691846337795733,0.8097553525893966,0.731667225732,0.8622658232947907
55,0.49451302057984664,0.43784620938370566,0.865,0.5674499248564259,0.6973945903455259,0.6259733367554567,0.8482220876255958
56,0.5109120834337529,0.44087985515327655,0.8475234510029797,0.5351785768394707,0.7085032801742712,0.6108858544149659,0.8642484819852773
57,0.46992930628000223,0.40645628524517324,0.8475234510029797,0.634275173856552,0.8008229151095735,0.7074339294800659,0.8743083154573732
58,0.4813405363339954,0.4225164685564688,0.8650000000000001,0.6173359396613858,0.7732563055544339,0.6859962401604912,0.8520048275092201
59,0.44627142737072056,0.38245299881481276,0.8650000000000001,0.7167868616601755,0.8617834083520775,0.7811051603081349,0.8791831193292095
60,0.478948827966502,0.41372840589721344,0.865,0.616513484189094,0.7796895067044239,0.6890843247935728,0.8741750474641524
61,0.49752595532198346,0.43843474370713253,0.865,0.562831834368202,0.6984170107421535,0.6233138191663375,0.8623132061924603
62,0.47523821085556645,0.4194153264900392,0.865,0.6309059090637336,0.7664677977926849,0.6911776593202064,0.8647687233710357
63,0.49090107183415826,0.4477715432071218,0.8114419264494533,0.5556246624483793,0.6812686789236571,0.6135956652344418,0.8608872671094822
64,0.524179724656019,0.4634203821033923,0.865,0.4971330558044902,0.6388322480410201,0.5593733600608841,0.8732984130999926
65,0.4747816845252596,0.41705935579270553,0.8114419264494533,0.6299186426080748,0.7802404243927795,0.6962659811053623,0.8800679580995512
66,0.48905927383679615,0.43804885960495954,0.865,0.6058135905705447,0.7317489029226701,0.6619246126320649,0.8609213948646028
67,0.43324835035300446,0.38268521055084065,0.7927855952273603,0.7378363830486343,0.8649226017371506,0.7959122365408379,0.887395979933996
68,0.4813375792948916,0.42958620682982346,0.8475234510029797,0.6076640779214989,0.7477822189398894,0.671098438320777,0.8771519066821081
69,0.4673130625810516,0.42192726948117487,0.8475234510029797,0.6113063623718815,0.7265418791106953,0.6636530473984927,0.8772306395477673
70,0.49175447373503184,0.4345136262943254,0.865,0.5997577589969376,0.7411939378377108,0.6621610020554597,0.8693942528065192
71,0.5057083068245579,0.45286696843080304,0.8114419264494533,0.5337307790228144,0.6769881514010707,0.5989665794757124,0.8681770357041014
72,0.5090940527031041,0.44422667150996725,0.865,0.5296671378024091,0.6791285886968772,0.595601084422232,0.8761354816363577
73,0.4767425177580995,0.4233055797923443,0.865,0.6303909476497275,0.7673448148143117,0.6914315268690883,0.8799537105604687
74,0.48262776619811004,0.43138904206570194,0.865,0.6209976991731238,0.7586732035767174,0.6825949259767888,0.8632166024113833
75,0.41877624638278454,0.3829743924373989,0.7339768388716363,0.7819718281717802,0.884409428694026,0.8296195186232801,0.889291249711874
76,0.46676927446532696,0.4118885939399653,0.7927855952273603,0.6345173828379066,0.7841102069874052,0.7017523777802473,0.8821713545833508
77,0.48156031413479855,0.4400733533921694,0.8475234510029797,0.593209957572477,0.704142605795918,0.643968812641539,0.8745442427568902
78,0.4678136331780298,0.4181918853863933,0.7736795202149273,0.6344252679070629,0.7691416041675734,0.6944799374714679,0.8737938506969478
79,0.5003013917720596,0.44875207585350135,0.8475234510029797,0.5359845189049597,0.6617622004763923,0.5936181609066193,0.8665884385338745
80,0.4895801175629998,0.42737579812204335,0.8475234510029797,0.5689652046627023,0.7229187648701244,0.6377362015194094,0.8822045764878804
81,0.48550650199502765,0.41383751855106937,0.8650000000000001,0.6255243126103074,0.8041223657702139,0.7035740344481075,0.8885236927317911
82,0.46288767613119397,0.39728544173696495,0.8114419264494533,0.6589745880156459,0.8107421801286818,0.7259694982961377,0.871436936338722
83,0.42648430360562006,0.5219341007662669,1.738628482453914,0.7388537206117294,0.8326840033633741,0.7828085747452548,0.8825396825396825
84,0.4935853439335139,0.38474811721059343,0.8650000000000001,0.6277271284656954,0.7937165135679786,0.7010431855882819,0.8965315394217828
85,0.4856035993997044,0.42688714962306706,0.8650000000000001,0.6109606817262041,0.7439468069884976,0.6704471922166214,0.8818206803238832
86,0.4941236162470488,0.44596902633410734,0.7927855952273603,0.6080766916235737,0.7245588437982577,0.6599506801449206,0.8828550336285875
87,0.4941517228368545,0.4457445950096524,0.7927855952273603,0.5371079106336213,0.6709377023527465,0.597900053471901,0.8778652686985313
88,0.48132358227692085,0.42167862086935626,0.7736795202149273,0.5756260415255108,0.7313897212489343,0.6446064397564961,0.8881674823506249
89,0.49837090005684365,0.43041364777669394,0.8650000000000001,0.5925722796864641,0.7612954402961128,0.6670271740333586,0.8897116121993789
90,0.4369589433720541,0.3910107127468897,0.7540895172325365,0.711107317038218,0.8265956282901867,0.7630865869366117,0.8848350579374195
91,0.4319827914395807,0.38723538430535515,0.7736795202149273,0.7559852813919669,0.8702314922771114,0.808670976668582,0.8887039604654802
92,0.4480063722683765,0.4108729139997424,0.7339768388716365,0.6487791553208011,0.7643591953276633,0.7020295159454509,0.8944392722028188
93,0.47929823418621215,0.4284224144286559,0.865,0.6083951784001382,0.7219862530222667,0.659483694358773,0.8823534815570147
94,0.47133662289468703,0.4310121742946198,0.7736795202149273,0.6365868265351131,0.7440281547761838,0.6849520080154725,0.8896730033944361
95,0.5011606604698695,0.45809952110826446,0.7927855952273603,0.5300526325799797,0.650209224903686,0.5850988646427767,0.8773936811958813
96,0.4534512738622956,0.39517788939200393,0.8475234510029797,0.6198584357595504,0.7710935242223492,0.688119032437331,0.8689883049260462
97,0.459393173687422,0.4035341694685072,0.7736795202149273,0.6475752667145653,0.8092792209395012,0.7189597605049521,0.9053108969238689
98,0.43340126868791806,0.372823429543443,0.8114419264494533,0.7108627294912572,0.8605439819905633,0.7775698674902356,0.8705421286339918
99,0.4364530785339971,0.38478363450517283,0.7736795202149273,0.7402027371190234,0.8608020397779688,0.7942503297155582,0.8932782832926199
100,0.48014557899697374,0.43173122395814184,0.8114419264494533,0.5936732500022553,0.7215628892309298,0.652301649168602,0.8414365212683804
101,0.44725641988492937,0.4045654962772338,0.7927855952273603,0.6461056513942047,0.7633896785777855,0.6991548223366923,0.874040672863145
102,0.42026420247508367,0.37804802562622664,0.7540895172325365,0.7320824311862875,0.8470048692824819,0.7843755658410231,0.8912540021234279
103,0.4664861789983335,0.40617051575191004,0.7927855952273603,0.6334428650389485,0.7839857922312273,0.7003089987850705,0.8876384608621483
104,0.4857756945522134,0.4253231639645973,0.865,0.5917438577803813,0.7456902077287916,0.6594792993878336,0.8651263138627858
105,0.48839611574523867,0.4258524508660823,0.8114419264494533,0.5578206467677489,0.7103125252967943,0.6258991620300689,0.8494208333679808
106,0.4291307441782993,0.3804128230624225,0.7540895172325365,0.7105881113143709,0.829953001503829,0.763388479560933,0.8763916128583186
107,0.4476658985669071,0.4016035764577601,0.865,0.6630490284349425,0.790576018697649,0.7206889136151423,0.8603699144183563
108,0.4795450304329578,0.4132759881472014,0.8114419264494533,0.5771074100447291,0.7395426392358596,0.6488477784455177,0.8562124478282805
109,0.4290957234839088,0.3764831913855169,0.7540895172325365,0.7246199458633332,0.8631124507015651,0.7866567272939333,0.906568344305161
110,0.7276747347360749,1.146807289276057,4.517917440591406,0.5564799665139059,0.5455421095982351,0.5510014576982316,0.7903936659292214
111,0.4782183690394779,0.42307319809930444,0.8114419264494533,0.6289260132108463,0.771375647847089,0.6921212744841532,0.8639099657054108
112,0.4763500334481921,0.41589548434567614,0.8114419264494533,0.6041891592690958,0.7513661228047616,0.669814985776923,0.8611523534161653
113,0.4204359395966635,0.3721321531443375,0.7736795202149273,0.7271338103727563,0.8519534310297593,0.7836868832093321,0.8719528120736235
114,0.4952661398847427,0.4336629656442962,0.7927855952273603,0.5881623071151427,0.7514197392980606,0.6592997818036486,0.9000561166710743
115,0.4852654268548465,0.42815061709031627,0.8114419264494533,0.6119912459197762,0.7549423471697685,0.674987163846051,0.8758910787517158
116,0.6736341545445708,0.4892172214863592,2.076,0.5050301655457139,0.6704364162972154,0.5769173067396903,0.8096636205915614
117,0.4855987676058169,0.43018720670810856,0.8650000000000001,0.5921019658401212,0.7379177853103813,0.6565610014515101,0.8585832888543034
118,0.43865638157857617,0.39764848783960594,0.7540895172325365,0.734131360792196,0.8475571741779641,0.7854004279993749,0.8664020433152898
