,0,1,2,3,4,sum
top_hat_box=5,0.28,0.185,0.1175,0.08385481852315395,0.09278996865203762,0.7591447871751915
top_hat_box_of_gaussian_blur=3,0.2,0.145,0.1225,0.1276595744680851,0.11724137931034483,0.7124009537784299
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.14,0.175,0.2325,0.2390488110137672,0.20877742946708464,0.9953262404808518
difference_of_gaussian=4,0.34,0.165,0.2325,0.2065081351689612,0.1981191222570533,1.1421272574260146
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.04,0.16,0.0975,0.11264080100125157,0.13918495297805641,0.5493257539793079
maximum_box_of_laplace_box_of_gaussian_blur=1,0.0,0.17,0.1975,0.23028785982478098,0.2438871473354232,0.8416750071602042
