,0,1,2,3,4,5,6,7,sum
top_hat_box_of_gaussian_blur=3,0.24,0.155,0.155,0.13125,0.11849529780564264,0.10961538461538461,0.10292616536236815,0.08907114247568186,1.1013579902590773
laplace_box_of_top_hat_box_of_gaussian_blur=5,0.27,0.17,0.185,0.185,0.19310344827586207,0.16634615384615384,0.16706362708404218,0.1564943734503147,1.4930076026563728
maximum_box_of_top_hat_box_of_gaussian_blur=1,0.18,0.185,0.07,0.085,0.10156739811912226,0.10288461538461538,0.09935352160598843,0.11806217814228495,0.941867713252011
maximum_box_of_laplace_box_of_gaussian_blur=1,0.02,0.135,0.155,0.15625,0.16614420062695925,0.16923076923076924,0.17948281728479074,0.16707991607858097,1.1481877032211003
gaussian_blur=20,0.0,0.1,0.2275,0.22125,0.21504702194357367,0.2153846153846154,0.20687308608370195,0.19607095174518405,1.382125675157075
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.13,0.11,0.105,0.12375,0.11849529780564264,0.1326923076923077,0.14205512078938415,0.15592218195689492,1.0179149082442294
