,0,1,2,3,sum
top_hat_box_of_gaussian_blur=3,0.43,0.25,0.2025,0.1927409261576971,1.0752409261576972
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.38,0.31,0.3175,0.29912390488110135,1.3066239048811013
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.19,0.22,0.15,0.16520650813516896,0.7252065081351691
maximum_box_of_laplace_box_of_gaussian_blur=1,0.0,0.22,0.33,0.3429286608260325,0.8929286608260325
