,0,1,2,3,4,sum
gaussian_blur=18,0.0,0.115,0.23,0.2225,0.20943396226415095,0.7769339622641509
top_hat_box=5,0.27,0.115,0.0825,0.09875,0.0930817610062893,0.6593317610062893
top_hat_box_of_gaussian_blur=3,0.17,0.07,0.12,0.12125,0.11509433962264151,0.5963443396226414
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.15,0.215,0.155,0.1575,0.17295597484276728,0.8504559748427672
difference_of_gaussian=4,0.31,0.15,0.1775,0.14875,0.1270440251572327,0.9132940251572326
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.05,0.19,0.0625,0.095,0.11761006289308176,0.5151100628930817
maximum_box_of_laplace_box_of_gaussian_blur=1,0.05,0.145,0.1725,0.15625,0.16477987421383647,0.6885298742138364
