,0,1,2,3,sum
top_hat_box_of_gaussian_blur=3,0.58,0.22,0.165,0.1725,1.1375
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.27,0.3,0.345,0.3125,1.2275
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.15,0.255,0.145,0.1675,0.7175
maximum_box_of_laplace_box_of_gaussian_blur=1,0.0,0.225,0.345,0.3475,0.9175
