,0,1,2,3,sum
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.31,0.385,0.3,0.34875,1.34375
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.32,0.285,0.335,0.3175,1.2574999999999998
gaussian_blur=18,0.37,0.33,0.365,0.33375,1.39875
