,0,1,2,3,4,5,sum
top_hat_box=5,0.22,0.17,0.1025,0.11,0.11327879169288861,0.10813428018076178,0.8239130718736504
top_hat_box_of_gaussian_blur=3,0.23,0.15,0.12,0.09875,0.12964128382630585,0.1078114912846998,0.8362027751110056
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.17,0.175,0.18,0.21,0.20704845814977973,0.19528728211749516,1.1373357402672748
maximum_box_of_laplace_box_of_gaussian_blur=1,0.05,0.15,0.1825,0.1525,0.15355569540591568,0.18754034861200775,0.8760960440179235
difference_of_gaussian=4,0.33,0.195,0.1925,0.18625,0.16551290119572057,0.16074887023886378,1.2300117714345844
gaussian_blur=18,0.0,0.16,0.2225,0.2425,0.23096286972938956,0.24047772756617172,1.0964405972955613
