,0,1,2,3,sum
top_hat_box_of_gaussian_blur=3,0.42,0.24,0.1775,0.165,1.0025
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.43,0.27,0.295,0.33,1.325
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.15,0.21,0.1725,0.18375,0.7162499999999999
maximum_box_of_laplace_box_of_gaussian_blur=1,0.0,0.28,0.355,0.32125,0.95625
