,0,1,2,3,sum
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.35,0.32,0.3425,0.33,1.3425
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.24,0.32,0.34,0.32125,1.2212500000000002
gaussian_blur=18,0.41,0.36,0.3175,0.34875,1.4362499999999998
