,0,1,2,3,sum
maximum_box_of_laplace_box_of_gaussian_blur=1,0.37,0.355,0.3375,0.3675,1.43
gaussian_blur=18,0.3,0.315,0.33,0.3025,1.2475
difference_of_gaussian=2,0.33,0.33,0.3325,0.33,1.3225
