,0,1,2,3,4,sum
top_hat_box_of_gaussian_blur=3,0.22,0.145,0.11,0.11375,0.1199748743718593,0.7087248743718593
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.18,0.145,0.1075,0.105,0.12625628140703518,0.6637562814070351
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.22,0.21,0.1675,0.205,0.2022613065326633,1.0047613065326633
maximum_box_of_laplace_box_of_gaussian_blur=1,0.05,0.14,0.18,0.1375,0.15577889447236182,0.6632788944723619
difference_of_gaussian=4,0.33,0.18,0.2125,0.1875,0.15389447236180903,1.0638944723618091
gaussian_blur=18,0.0,0.18,0.2225,0.25125,0.24183417085427136,0.8955841708542713
