,0,1,2,3,4,5,6,7,sum
top_hat_box_of_gaussian_blur=3,0.21,0.14,0.135,0.11625,0.1224105461393597,0.11966900063653724,0.09795370680979537,0.09059167688968577,1.0318749304753783
laplace_box_of_top_hat_box_of_gaussian_blur=5,0.26,0.18,0.2075,0.20875,0.17325800376647835,0.1769573520050923,0.16118752096611874,0.15891289987732377,1.5265657766150131
maximum_box_of_top_hat_box_of_gaussian_blur=1,0.14,0.115,0.09,0.1,0.08788449466415568,0.10184595798854233,0.1083529017108353,0.11871284325752572,0.8617961976210591
maximum_box_of_laplace_box_of_gaussian_blur=1,0.04,0.18,0.1425,0.15,0.17200251098556182,0.16295353278166771,0.1695739684669574,0.16967066150797394,1.1867006737421608
gaussian_blur=20,0.0,0.14,0.195,0.20875,0.22096672944130571,0.20846594525779757,0.2017779268701778,0.20722846088515617,1.382189062454437
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.19,0.115,0.125,0.12625,0.12994350282485875,0.13590070019096118,0.1486078497148608,0.1428706237614419,1.1135726764921225
