,0,1,2,3,sum
maximum_box_of_laplace_box_of_gaussian_blur=1,0.38,0.385,0.34,0.3325,1.4375
gaussian_blur=18,0.37,0.295,0.2975,0.36625,1.32875
difference_of_gaussian=2,0.25,0.32,0.3625,0.30125,1.2337500000000001
