,0,1,2,3,4,5,6,sum
top_hat_box=5,0.23,0.15,0.085,0.1125,0.09918392969240426,0.09583333333333334,0.0937876441232146,0.8663049071489523
top_hat_box_of_gaussian_blur=3,0.24,0.105,0.1075,0.11375,0.10483364720652856,0.08814102564102565,0.08690414730683187,0.846128820154386
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.07,0.11,0.11,0.0925,0.11613308223477715,0.128525641025641,0.13560488728273964,0.7627636105431578
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.12,0.12,0.1725,0.14875,0.18581293157564344,0.18685897435897436,0.18654276372397177,1.1204646696585896
maximum_box_of_laplace_box_of_gaussian_blur=1,0.03,0.155,0.12,0.135,0.15003138731952292,0.1544871794871795,0.15866460161762175,0.9031831684243241
difference_of_gaussian=4,0.31,0.165,0.165,0.17125,0.15379786566227244,0.1503205128205128,0.14352090862157976,1.258889287104365
gaussian_blur=18,0.0,0.195,0.24,0.22625,0.1902071563088512,0.19583333333333333,0.1949750473240406,1.2422655369662252
