,0,1,2,3,4,sum
top_hat_box=5,0.49,0.32,0.365,0.29875,0.3221518987341772,1.7959018987341773
top_hat_box_of_gaussian_blur=1,0.0,0.02,0.0525,0.10875,0.11392405063291139,0.29517405063291136
laplace_box_of_top_hat_box_of_gaussian_blur=1,0.35,0.275,0.2575,0.24375,0.2088607594936709,1.3351107594936709
maximum_box_of_laplace_box_of_gaussian_blur=1,0.16,0.385,0.325,0.34875,0.3550632911392405,1.5738132911392406
