,0,1,2,3,4,sum
top_hat_box_of_gaussian_blur=3,0.26,0.105,0.1025,0.11264080100125157,0.10301507537688442,0.683155876378136
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.16,0.155,0.11,0.08260325406758448,0.13442211055276382,0.6420253646203482
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.17,0.2,0.1975,0.20275344180225283,0.1871859296482412,0.9574393714504941
maximum_box_of_laplace_box_of_gaussian_blur=1,0.14,0.205,0.17,0.16896120150187735,0.16268844221105527,0.8466496437129326
difference_of_gaussian=4,0.27,0.2,0.2075,0.18648310387984982,0.16959798994974876,1.0335810938295986
gaussian_blur=18,0.0,0.135,0.2125,0.246558197747184,0.24309045226130654,0.8371486500084906
