,0,1,2,3,4,5,sum
maximum_box_of_laplace_box_of_gaussian_blur=1,0.38,0.32,0.305,0.325,0.32452830188679244,0.3361481000324781,1.9906764019192704
gaussian_blur=18,0.34,0.35,0.3925,0.33375,0.33459119496855344,0.34101981162715167,2.091861006595705
difference_of_gaussian=2,0.28,0.33,0.3025,0.34125,0.34088050314465407,0.32283208834037025,1.9174625914850245
