,0,1,2,3,sum
laplace_box_of_top_hat_box_of_gaussian_blur=10,0.29,0.345,0.335,0.34127979924717694,1.311279799247177
maximum_box_of_top_hat_box_of_gaussian_blur=2,0.3,0.31,0.3325,0.3337515683814304,1.2762515683814304
gaussian_blur=18,0.41,0.345,0.3325,0.32496863237139273,1.4124686323713926
